,KOD,NAME
10898,3404,ВОСКИ ИСКУССТВЕННЫЕ И ГОТОВЫЕ ВОСКИ
10907,3405,"ВАКСЫ И КРЕМЫ ДЛЯ ОБУВИ, ПОЛИРОЛИ И МАСТИКИ ДЛЯ МЕБЕЛИ, ПОЛОВ, КУЗОВОВ ТРАНСПОРТНЫХ СРЕДСТВ, СТЕКЛА ИЛИ МЕТАЛЛА, ЧИСТЯЩИЕ ПАСТЫ И ПОРОШКИ И АНАЛОГИЧНЫЕ СРЕДСТВА (В ТОМ ЧИСЛЕ БУМАГА, ВАТА, ВОЙЛОК ИЛИ ФЕТР, НЕТКАНЫЕ МАТЕРИАЛЫ, ПОРИСТЫЕ ПЛАСТМАССЫ ИЛИ ПОРИСТАЯ РЕЗИНА, ПРОПИТАННЫЕ ИЛИ ПОКРЫТЫЕ ТАКИМИ СРЕДСТВАМИ), КРОМЕ ВОСКОВ ТОВАРНОЙ ПОЗИЦИИ 3404"
10926,3406,"СВЕЧИ, ТОНКИЕ ВОСКОВЫЕ СВЕЧКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ"
10930,3407,"ПАСТЫ ДЛЯ ЛЕПКИ, ВКЛЮЧАЯ ПЛАСТИЛИН ДЛЯ ДЕТСКОЙ ЛЕПКИ; ""ЗУБОВРАЧЕБНЫЙ ВОСК"" ИЛИ СОСТАВЫ ДЛЯ ПОЛУЧЕНИЯ СЛЕПКОВ ЗУБОВ, РАСФАС. В НАБОРЫ, В УПАКОВКИ ДЛЯ РОЗН. ПРОДАЖИ ИЛИ В ВИДЕ ПЛИТОК, В ФОРМЕ ПОДКОВ,..."
10935,3501,"КАЗЕИН, КАЗЕИНАТЫ И ПРОЧИЕ ПРОИЗВОДНЫЕ КАЗЕИНА; КЛЕИ КАЗЕИНОВЫЕ"
10948,3502,"АЛЬБУМИНЫ (ВКЛЮЧАЯ КОНЦЕНТРАТЫ ДВУХ ИЛИ БОЛЕЕ СЫВОРОТОЧНЫХ БЕЛКОВ, СОДЕРЖАЩИХ БОЛЕЕ 80 МАС.% СЫВОРОТОЧНЫХ БЕЛКОВ В ПЕРЕСЧЕТЕ НА СУХОЕ ВЕЩЕСТВО), АЛЬБУМИНАТЫ И ПРОЧИЕ ПРОИЗВОДНЫЕ АЛЬБУМИНА"
10973,3503,"ЖЕЛАТИН (С ПОВЕРХНОСТНОЙ ОБРАБОТКОЙ ИЛИ БЕЗ ОБРАБОТКИ) И ЕГО ПРОИЗВОДНЫЕ;КЛЕЙ РЫБИЙ; ПРОЧИЕ КЛЕИ ЖИВОТНОГО ПРОИСХОЖДЕНИЯ, КРОМЕ КАЗЕИНОВЫХ, УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 3501"
10982,3504,"ПЕПТОНЫ И ИХ ПРОИЗВОДНЫЕ; БЕЛКОВЫЕ ВЕЩЕСТВА ПРОЧИЕ И ИХ ПРОИЗВОДНЫЕ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ПОРОШОК ИЗ КОЖИ, ИЛИ ГОЛЬЯ, ХРОМИРОВАННЫЙ ИЛИ НЕХРОМИРОВАННЫЙ"
10988,3505,"ДЕКСТРИНЫ И ПРОЧИЕ МОДИФИЦИРОВАННЫЕ КРАХМАЛЫ (НАПРИМЕР, КРАХМАЛЫ, ПРЕДВАРИТЕЛЬНО ЖЕЛАТИНИЗИРОВАННЫЕ ИЛИ ПРЕВРАЩЕННЫЕ В СЛОЖНЫЙ ЭФИР); КЛЕИ НА ОСНОВЕ КРАХМАЛОВ ИЛИ ДЕКСТРИНОВ, ИЛИ ПРОЧИХ МОДИФИЦИРОВАННЫХ КРАХМАЛОВ"
11005,3506,"ГОТОВЫЕ КЛЕИ И ПРОЧИЕ ГОТОВЫЕ АДГЕЗИВЫ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ПРОДУКТЫ, ПРИГОДНЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В КАЧЕСТВЕ КЛЕЕВ ИЛИ АДГЕЗИВОВ, РАСФАСОВАННЫЕ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ В КАЧЕСТВЕ КЛЕЕВ ИЛИ АДГЕЗИВОВ, НЕТТО-МАССОЙ НЕ БОЛЕЕ 1 КГ"
11015,3507,"ФЕРМЕНТЫ; ФЕРМЕНТНЫЕ ПРЕПАРАТЫ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
11025,3601,ПОРОХ
11029,3602,"ВЕЩЕСТВА ВЗРЫВЧАТЫЕ ГОТОВЫЕ, КРОМЕ ПОРОХА"
11033,3603,ШНУРЫ БИКФОРДОВЫ; ШНУРЫ ДЕТОНИРУЮЩИЕ; КАПСЮЛИ УДАРНЫЕ ИЛИ ДЕТОНИРУЮЩИЕ; ЗАПАЛЫ; ЭЛЕКТРОДЕТОНАТОРЫ
11069,3604,"ШТ-ФЕЙЕРВЕРКИ, РАКЕТЫ СИГНАЛЬНЫЕ, ДОЖДЕВЫЕ РАКЕТЫ, СИГНАЛЫ ПРОТИВОТУМАННЫЕ И ИЗДЕЛИЯ ПИРОТЕХНИЧЕСКИЕ ПРОЧИЕ"
11076,3605,"СПИЧКИ, КРОМЕ ПИРОТЕХНИЧЕСКИХ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 3604"
11080,3606,"ФЕРРОЦЕРИЙ И СПЛАВЫ ПИРОФОРНЫЕ ПРОЧИЕ В ЛЮБЫХ ФОРМАХ; ИЗДЕЛИЯ ИЗ ГОРЮЧИХ МАТЕРИАЛОВ, УКАЗАННЫЕ В ПРИМЕЧАНИИ 2 К ДАННОЙ ГРУППЕ"
11090,3701,"ФОТОПЛАСТИНКИ И ФОТОПЛЕНКИ ПЛОСКИЕ, СЕНСИБИЛИЗИРОВАННЫЕ, НЕЭКСПОНИРОВАННЫЕ, ИЗ ЛЮБЫХ МАТЕРИАЛОВ, КРОМЕ БУМАГИ, КАРТОНА ИЛИ ТЕКСТИЛЬНЫХ; ПЛЕНКИ ПЛОСКИЕ ДЛЯ МОМЕНТАЛЬНОЙ ФОТОГРАФИИ, СЕНСИБИЛИЗИРОВАННЫЕ, НЕЭКСПОНИРОВАННЫЕ, В УПАКОВКЕ ИЛИ БЕЗ УПАКОВКИ"
11106,3702,"ФОТОПЛЕНКА В РУЛОНАХ, СЕНСИБИЛИЗИРОВАННАЯ, НЕЭКСПОНИРОВАННАЯ, ИЗ ЛЮБЫХ МАТЕРИАЛОВ, КРОМЕ БУМАГИ, КАРТОНА ИЛИ ТЕКСТИЛЬНЫХ; ПЛЕНКА ДЛЯ МОМЕНТАЛЬНОЙ ФОТОГРАФИИ В РУЛОНАХ, СЕНСИБИЛИЗИРОВАННАЯ, НЕЭКСПОНИРОВАННАЯ"
11165,3703,"ФОТОГРАФИЧЕСКИЕ БУМАГА, КАРТОН И ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, СЕНСИБИЛИЗИРОВАННЫЕ, НЕЭКСПОНИРОВАННЫЕ"
11176,3704,"ФОТОГРАФИЧЕСКИЕ ПЛАСТИНКИ, ПЛЕНКИ, БУМАГА, КАРТОН И ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, ЭКСПОНИРОВАННЫЕ, НО НЕ ПРОЯВЛЕННЫЕ"
11182,3705,"ФОТОПЛАСТИНКИ И ФОТОПЛЕНКА, ЭКСПОНИРОВАННЫЕ И ПРОЯВЛЕННЫЕ, КРОМЕ КИНОПЛЕНКИ:"
11190,3706,"М-КИНОПЛЕНКА, ЭКСПОНИРОВАННАЯ И ПРОЯВЛЕННАЯ, СО ЗВУКОВОЙ ДОРОЖКОЙ ИЛИ БЕЗ ЗВУКОВОЙ ДОРОЖКИ, ИЛИ СОДЕРЖАЩАЯ ТОЛЬКО ЗВУКОВУЮ ДОРОЖКУ"
11203,3707,"ФОТОХИМИКАТЫ (КРОМЕ ЛАКОВ, КЛЕЕВ, АДГЕЗИВОВ И АНАЛОГИЧНЫХ ПРЕПАРАТОВ); ПРОДУКТЫ НЕСМЕШАННЫЕ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ФОТОГРАФИЧЕСКИХ ЦЕЛЕЙ, ПРЕДСТАВЛЕННЫЕ В ОТМЕРЕННЫХ ДОЗАХ ИЛИ УПАКОВАННЫЕ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ В ГОТОВОМ К ИСПОЛЬЗОВАНИЮ ВИДЕ"
11213,3801,"ГРАФИТ ИСКУССТВЕННЫЙ; ГРАФИТ КОЛЛОИДНЫЙ ИЛИ ПОЛУКОЛЛОИДНЫЙ; ПРОДУКТЫ, ПОЛУЧЕННЫЕ НА ОСНОВЕ ГРАФИТА ИЛИ ПРОЧЕГО УГЛЕРОДА, В ВИДЕ ПАСТ, БЛОКОВ, ПЛАСТИН ИЛИ ПРОЧИХ ПОЛУФАБРИКАТОВ"
11230,3802,"УГОЛЬ АКТИВИРОВАННЫЙ; ПРОДУКТЫ МИНЕРАЛЬНЫЕ ПРИРОДНЫЕ АКТИВИРОВАННЫЕ; УГОЛЬ ЖИВОТНЫЙ, ВКЛЮЧАЯ ИСПОЛЬЗОВАННЫЙ ЖИВОТНЫЙ УГОЛЬ"
11237,3803,"МАСЛО ТАЛЛОВОЕ, РАФИНИРОВАННОЕ ИЛИ НЕРАФИНИРОВАННОЕ"
11243,3804,"ЩЕЛОК,ОСТАЮЩИЙСЯ ПРИ ИЗГОТ.ДРЕВЕСНОЙ МАССЫ, КОНЦЕНТРИРОВ.ИЛИ НЕКОНЦЕНТРИРОВ, ОБЕССАХАРЕННЫЙ ИЛИ НЕОБЕССАХАРЕННЫЙ, ХИМИЧЕСКИ ОБРАБОТ.ИЛИ НЕОБРАБОТ, ВКЛ.СУЛЬФОНАТЫ ЛИГНИН,КР.ТАЛЛОВОГО МАСЛА ТОВ.ПОЗ.3803"
11247,3805,"СКИПИДАР ЖИВИЧНЫЙ, ДРЕВЕСНЫЙ ИЛИ СУЛЬФАТНЫЙ И МАСЛА ТЕРПЕНОВЫЕ ПРОЧИЕ, ПОЛУЧАЕМЫЕ ПУТЕМ ПЕРЕГОНКИ ИЛИ ДРУГОЙ ОБРАБОТКИ ДРЕВЕСИНЫ ХВОЙНЫХ ПОРОД; ДИПЕНТЕН НЕОЧИЩЕННЫЙ; СКИПИДАР СУЛЬФИТНЫЙ И ПАРА-ЦИМОЛ НЕОЧИЩЕННЫЙ ПРОЧИЙ; МАСЛО СОСНОВОЕ, СОДЕРЖАЩЕЕ АЛЬФА-ТЕРПИНЕОЛ В КАЧЕСТВЕ ГЛАВНОГО КОМПОНЕНТА"
11260,3806,"КАНИФОЛЬ И СМОЛЯНЫЕ КИСЛОТЫ, И ИХ ПРОИЗВОДНЫЕ; СПИРТ КАНИФОЛЬНЫЙ И МАСЛА КАНИФОЛЬНЫЕ; ПЕРЕПЛАВЛЕННЫЕ СМОЛЫ"
11273,3807,"ДЕГОТЬ ДРЕВЕСНЫЙ; МАСЛА, ПОЛУЧЕННЫЕ ИЗ ДРЕВЕСНОГО ДЕГТЯ; КРЕОЗОТ  ДРЕВЕСНЫЙ; НАФТА ДРЕВЕСНАЯ; ПЕК РАСТИТЕЛЬНЫЙ, ПИВОВАРЕННЫЙ И ПРОДУКТЫ  НА ОСНОВЕ КАНИФОЛИ, СМОЛЯНЫХ КИСЛОТ ИЛИ РАСТИТЕЛЬНОГО ПЕКА"
11279,3808,"ИНСЕКТИЦИДЫ, РОДЕНТИЦИДЫ, ФУНГИЦИДЫ, ГЕРБИЦИДЫ, ПРОТИВОВСХОДОВЫЕ СРЕДСТВА И РЕГУЛЯТОРЫ РОСТА РАСТЕНИЙ, СРЕДСТВА ДЕЗИНФИЦИРУЮЩИЕ И АНАЛОГИЧНЫЕ ИМ, РАСФАСОВАННЫЕ В ФОРМЫ ИЛИ УПАКОВКИ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ ИЛИ ПРЕДСТАВЛЕННЫЕ В ВИДЕ ГОТОВЫХ ПРЕПАРАТОВ ИЛИ ИЗДЕЛИЙ (НАПРИМЕР, ЛЕНТЫ, ОБРАБОТАННЫЕ СЕРОЙ, ФИТИЛИ И СВЕЧИ, И БУМАГА ЛИПКАЯ ОТ МУХ)"
11386,3809,"СРЕДСТВА ОТДЕЛОЧНЫЕ, СРЕДСТВА ДЛЯ УСКОРЕНИЯ КРАШЕНИЯ ИЛИ ФИКСАЦИИ КРАСИТЕЛЕЙ И ПРОДУКТЫ ПРОЧИЕ И ГОТОВЫЕ ПРЕПАРАТЫ (НАПРИМЕР, ВЕЩЕСТВА ДЛЯ ОБРАБОТКИ И ПРОТРАВЫ), ПРИМЕНЯЕМЫЕ В ТЕКСТИЛЬНОЙ, БУМАЖНОЙ, КОЖЕВЕННОЙ ПРОМЫШЛЕННОСТИ ИЛИ АНАЛОГИЧНЫХ ОТРАСЛЯХ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
11405,3810,"ПРЕПАРАТЫ ДЛЯ ТРАВЛЕНИЯ МЕТАЛЛИЧЕСКИХ ПОВЕРХНОСТЕЙ; ФЛЮСЫ И ПРЕПАРАТЫ ВСПОМОГАТЕЛЬНЫЕ ПРОЧИЕ ДЛЯ НИЗКОТЕМПЕРАТУРНОЙ ПАЙКИ, ВЫСОКОТЕМПЕРАТУРНОЙ ПАЙКИ ИЛИ ДЛЯ СВАРКИ; ПОРОШКИ И ПАСТЫ ДЛЯ НИЗКОТЕМПЕРАТУРНОЙ ПАЙКИ, ВЫСОКОТЕМПЕРАТУРНОЙ ПАЙКИ ИЛИ ДЛЯ СВАРКИ, СОСТОЯЩИЕ ИЗ МЕТАЛЛА И ПРОЧИХ МАТЕРИАЛОВ; МАТЕРИАЛЫ, ИСПОЛЬЗУЕМЫЕ В КАЧЕСТВЕ СЕРДЕЧНИКОВ ИЛИ ПОКРЫТИЙ ДЛЯ СВАРОЧНЫХ ЭЛЕКТРОДОВ ИЛИ ПРУТКОВ"
11414,3811,"АНТИДЕТОНАТОРЫ, АНТИОКСИДАНТЫ, ИНГИБИТОРЫ СМОЛООБРАЗОВАНИЯ, ЗАГУСТИТЕЛИ, АНТИКОРРОЗИОННЫЕ ВЕЩЕСТВА И ПРИСАДКИ ГОТОВЫЕ ПРОЧИЕ К НЕФТЕПРОДУКТАМ (ВКЛЮЧАЯ БЕНЗИН) ИЛИ ДРУГИМ ЖИДКОСТЯМ, ИСПОЛЬЗУЕМЫМ В ТЕХ ЖЕ ЦЕЛЯХ, ЧТО И НЕФТЕПРОДУКТЫ"
11432,3812,"УСКОРИТЕЛИ ВУЛКАНИЗАЦИИ КАУЧУКА ГОТОВЫЕ; СОСТАВНЫЕ ПЛАСТИФИКАТОРЫ ДЛЯ КАУЧУКА ИЛИ ПЛАСТМАСС, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; АНТИОКСИДАНТЫ И СТАБИЛИЗАТОРЫ СОСТАВНЫЕ ПРОЧИЕ ДЛЯ КАУЧУКА ИЛИ ПЛАСТМАСС"
11447,3813,СОСТАВЫ И ЗАРЯДЫ ДЛЯ ОГНЕТУШИТЕЛЕЙ; ЗАРЯЖЕННЫЕ ГРАНАТЫ  ДЛЯ ТУШЕНИЯ ПОЖАРОВ
11451,3814,"РАСТВОРИТЕЛИ И РАЗБАВИТЕЛИ СЛОЖНЫЕ ОРГАНИЧЕСКИЕ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ; ГОТОВЫЕ СОСТАВЫ ДЛЯ УДАЛЕНИЯ КРАСОК ИЛИ ЛАКОВ"
11457,3815,"ИНИЦИАТОРЫ РЕАКЦИЙ, УСКОРИТЕЛИ РЕАКЦИЙ И КАТАЛИЗАТОРЫ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
11474,3816,"ЦЕМЕНТЫ ОГНЕУПОРНЫЕ, РАСТВОРЫ СТРОИТЕЛЬНЫЕ, БЕТОНЫ И АНАЛОГИЧНЫЕ СОСТАВЫ, КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 3801"
11478,3817,"АЛКИБЕНЗОЛЫ СМЕШАННЫЕ И АЛКИНАФТАЛИНЫ СМЕШАННЫЕ, КРОМЕ ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 2707 ИЛИ 2902"
11484,3818,"ЭЛЕМЕНТЫ ХИМИЧЕСКИЕ ЛЕГИРОВАННЫЕ, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В ЭЛЕКТРОНИКЕ, В ФОРМЕ ДИСКОВ, ПЛАСТИН ИЛИ АНАЛОГИЧНЫХ ФОРМАХ; СОЕДИНЕНИЯ ХИМИЧЕСКИЕ ЛЕГИРОВАННЫЕ, ДЛЯ ИСПОЛЬЗОВАНИЯ В ЭЛЕКТРОНИКЕ"
11490,3819,"ЖИДКОСТИ ТОРМОЗНЫЕ ГИДРАВЛИЧЕСКИЕ И ЖИДКОСТИ ГОТОВЫЕ ПРОЧИЕ ДЛЯ ГИДРАВЛИЧЕСКИХ ПЕРЕДАЧ, НЕ СОДЕРЖАЩИЕ ИЛИ СОДЕРЖАЩИЕ МЕНЕЕ 70 МАС% НЕФТИ ИЛИ НЕФТЕПРОДУКТОВ, ПОЛУЧЕННЫХ ИЗ БИТУМИНОЗНЫХ МИНЕРАЛОВ"
11494,3820,АНТИФРИЗЫ И ЖИДКОСТИ АНТИОБЛЕДЕНИТЕЛЬНЫЕ ГОТОВЫЕ
11498,3821,СРЕДЫ КУЛЬТУРАЛЬНЫЕ ДЛЯ ВЫРАЩИВАНИЯ МИКРООРГАНИЗМОВ
11502,3822,"РЕАГЕНТЫ ДИАГНОСТИЧЕСКИЕ ИЛИ ЛАБОРАТОРНЫЕ, НА ПОДЛОЖКЕ И ПРИГОТОВЛЕННЫЕ ДИАГНОСТИЧЕСКИЕ ИЛИ ЛАБОРАТОРНЫЕ РЕАГЕНТЫ НА ПОДЛОЖКЕ ИЛИ БЕЗ НЕЕ КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 3002 И 3006"
11523,3823,ПРОМЫШЛЕННЫЕ МОНОКАРБОНОВЫЕ ЖИРНЫЕ КИСЛОТЫ; КИСЛОТНЫЕ МАСЛА ПОСЛЕ РАФИНИРОВАНИЯ; ПРОМЫШЛЕННЫЕ ЖИРНЫЕ СПИРТЫ
11543,3824,"ГОТОВЫЕ СВЯЗУЮЩИЕ ВЕЩЕСТВА ДЛЯ ПРОИЗВОДСТВА ЛИТЕЙНЫХ ФОРМ ИЛИ ЛИТЕЙНЫХ СТЕРЖНЕЙ; ПРОДУКТЫ И ПРЕПАРАТЫ ХИМИЧЕСКИЕ, ХИМИЧЕСКОЙ ИЛИ СМЕЖНЫХ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ (ВКЛЮЧАЯ ПРЕПАРАТЫ, СОСТОЯЩИЕ ИЗ СМЕСЕЙ ПРИРОДНЫХ ПРОДУКТОВ), В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
11694,3825,"ОСТАТОЧНЫЕ ПРОДУКТЫ ХИМИЧЕСКОЙ ИЛИ СМЕЖНЫХ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ОТХОДЫ ГОРОДСКОГО ХОЗЯЙСТВА; ШЛАМ СТОЧНЫХ ВОД; ОТХОДЫ ПРОЧИЕ, УКАЗАННЫЕ В ПРИМЕЧАНИИ 6 К ДАННОЙ ГРУППЕ"
11724,3826,"БИОДИЗЕЛЬ И ЕГО СМЕСИ, НЕ СОДЕРЖАЩИЕ ИЛИ СОДЕРЖАЩИЕ МЕНЕЕ 70 МАС.% НЕФТИ ИЛИ НЕФТЕПРОДУКТОВ, ПОЛУЧЕННЫХ ИЗ БИТУМИНОЗНЫХ ПОРОД"
11730,3827,"СМЕСИ, СОДЕРЖАЩИЕ ГАЛОГЕНИРОВАННЫЕ ПРОИЗВОДНЫЕ МЕТАНА, ЭТАНА ИЛИ ПРОПАНА, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
11789,3901,ПОЛИМЕРЫ ЭТИЛЕНА В ПЕРВИЧНЫХ ФОРМАХ
11814,3902,ПОЛИМЕРЫ ПРОПИЛЕНА ИЛИ ПРОЧИХ ОЛЕФИНОВ В ПЕРВИЧНЫХ ФОРМАХ
11831,3903,ПОЛИМЕРЫ СТИРОЛА В ПЕРВИЧНЫХ ФОРМАХ
11852,3904,"ПОЛИМЕРЫ ВИНИЛХЛОРИДА ИЛИ ПРОЧИХ ГАЛОГЕНИРОВАННЫХ ОЛЕФИНОВ, В ПЕРВИЧНЫХ ФОРМАХ"
11888,3905,"ПОЛИМЕРЫ ВИНИЛАЦЕТАТА ИЛИ ПРОЧИХ СЛОЖНЫХ ВИНИЛОВЫХ ЭФИРОВ, В ПЕРВИЧНЫХ ФОРМАХ; ПРОЧИЕ ВИНИЛЬНЫЕ ПОЛИМЕРЫ В ПЕРВИЧНЫХ ФОРМАХ"
11913,3906,АКРИЛОВЫЕ ПОЛИМЕРЫ В ПЕРВИЧНЫХ ФОРМАХ
11936,3907,"ПОЛИАЦЕТАЛИ, ПОЛИЭФИРЫ ПРОСТЫЕ ПРОЧИЕ И СМОЛЫ ЭПОКСИДНЫЕ В ПЕРВИЧНЫХ ФОРМАХ; ПОЛИКАРБОНАТЫ, СМОЛЫ АЛКИДНЫЕ, СЛОЖНЫЕ ПОЛИАЛЛИЛЬНЫЕ ЭФИРЫ И ПРОЧИЕ СЛОЖНЫЕ ПОЛИЭФИРЫ В ПЕРВИЧНЫХ ФОРМАХ"
11991,3908,ПОЛИАМИДЫ В ПЕРВИЧНЫХ ФОРМАХ
11998,3909,"АМИНО-АЛЬДЕГИДНЫЕ СМОЛЫ, ФЕНОЛО-АЛЬДЕГИДНЫЕ СМОЛЫ И ПОЛИУРЕТАНЫ В ПЕРВИЧНЫХ ФОРМАХ"
12023,3910,СИЛИКОНЫ В ПЕРВИЧНЫХ ФОРМАХ
12029,3911,"СМОЛЫ НЕФТЯНЫЕ, СМОЛЫ КУМАРОНО-ИНДЕНОВЫЕ, ПОЛИТЕРПЕНЫ, ПОЛИСУЛЬФИДЫ, ПОЛИСУЛЬФОНЫ И ПРОДУКТЫ ПРОЧИЕ, УКАЗАННЫЕ В ПРИМЕЧАНИИ 3 К ДАННОЙ ГРУППЕ, В ПЕРВИЧНЫХ ФОРМАХ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
12049,3912,"ЦЕЛЛЮЛОЗА И ЕЕ ХИМИЧЕСКИЕ ПРОИЗВОДНЫЕ, В ПЕРВИЧНЫХ ФОРМАХ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
12077,3913,"ПОЛИМЕРЫ ПРИРОДНЫЕ (НАПРИМЕР, АЛЬГИНОВАЯ КИСЛОТА) И ПОЛИМЕРЫ ПРИРОДНЫЕ МОДИФИЦИРОВАННЫЕ (НАПРИМЕР, ОТВЕРЖДЕННЫЕ ПРОТЕИНЫ, ХИМИЧЕСКИЕ ПРОИЗВОДНЫЕ НАТУРАЛЬНОГО КАУЧУКА), В ПЕРВИЧНЫХ ФОРМАХ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
12084,3914,"СМОЛЫ ИОНООБМЕННЫЕ, ПОЛУЧЕННЫЕ НА ОСНОВЕ ПОЛИМЕРОВ ТОВАРНЫХ ПОЗИЦИЙ   3901-3913, В ПЕРВИЧНЫХ ФОРМАХ"
12088,3915,"ОТХОДЫ, ОБРЕЗКИ И СКРАП, ИЗ ПЛАСТМАСС"
12103,3916,"МОНОНИТЬ С РАЗМЕРОМ ПОПЕРЕЧНОГО СЕЧЕНИЯ БОЛЕЕ 1 ММ, ПРУТКИ, СТЕРЖНИ И ПРОФИЛИ ФАСОННЫЕ, С ОБРАБОТАННОЙ ИЛИ НЕОБРАБОТАННОЙ ПОВЕРХНОСТЬЮ, НО НЕ ПОДВЕРГШИЕСЯ ИНОЙ ОБРАБОТКЕ, ИЗ ПЛАСТМАСС"
12117,3917,"ТРУБЫ, ТРУБКИ, ШЛАНГИ И ИХ ФИТИНГИ (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, ФЛАНЦЫ), ИЗ ПЛАСТМАСС"
12170,3918,"М2-ПОКРЫТИЯ ДЛЯ ПОЛА ИЗ ПЛАСТМАСС, САМОКЛЕЯЩИЕСЯ ИЛИ НЕСАМОКЛЕЯЩИЕСЯ, В РУЛОНАХ ИЛИ ПЛАСТИНАХ; ПОКРЫТИЯ ДЛЯ СТЕН ИЛИ ПОТОЛКОВ ИЗ ПЛАСТМАСС, УКАЗАННЫЕ В ПРИМЕЧАНИИ 9 К ДАННОЙ ГРУППЕ"
12179,3919,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА, ЛЕНТА, ПОЛОСА И ПРОЧИЕ ПЛОСКИЕ ФОРМЫ, ИЗ ПЛАСТМАСС, САМОКЛЕЯЩИЕСЯ, В РУЛОНАХ ИЛИ НЕ В РУЛОНАХ"
12192,3920,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ, ПРОЧИЕ, ИЗ ПЛАСТМАСС, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ"
12304,3921,"ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ПЛАСТМАСС, ПРОЧИЕ"
12339,3922,"ВАННЫ, ДУШИ, РАКОВИНЫ ДЛЯ СТОКА ВОДЫ, РАКОВИНЫ ДЛЯ УМЫВАНИЯ, БИДЕ, УНИТАЗЫ, СИДЕНЬЯ И КРЫШКИ ДЛЯ НИХ, БАЧКИ СЛИВНЫЕ И АНАЛОГИЧНЫЕ САНИТАРНО-ТЕХНИЧЕСКИЕ ИЗДЕЛИЯ, ИЗ ПЛАСТМАСС"
12349,3923,"ИЗДЕЛИЯ ДЛЯ ТРАНСПОРТИРОВКИ ИЛИ УПАКОВКИ ТОВАРОВ, ИЗ ПЛАСТМАСС; ПРОБКИ, КРЫШКИ, КОЛПАКИ И ДРУГИЕ УКУПОРОЧНЫЕ СРЕДСТВА, ИЗ ПЛАСТМАСС"
